drug1,drug2,SE
2244,2978,532
3003,3384,533
2269,2756,533
1117,5650,533
2656,5732,533
1983,5005,533
3559,4599,533
3961,5391,533
3405,91270,533
2812,444033,533
3016,115237,533
2083,2786,533
3003,3386,533
3016,4058,533
3339,5002,533
2818,5073,533
2764,216326,533
2662,3333,533
3003,4583,533
2541,5038,533
2678,5732,533
4595,150610,534
1775,3749,534
206,2712,534
3203,32797,534
3003,5731,534
4112,77993,534
3222,3386,534
4900,5719,534
2524,150610,534
2269,5472,534
3308,4635,534
772,4594,534
3003,4889,534
3367,3405,534
3325,5352,534
1690,4173,534
2142,2656,534
10631,5353980,534
2909,5978,534
2022,3958,534
2083,4547,535
1117,4475485,535
5090,24011,535
1983,3750,535
3869,443871,535
2162,65027,535
3143,5372,535
4616,5878,535
3075,5291,535
3440,5329102,535
853,3468412,535
2308,3410,535
3410,3440,535
4943,6398525,535
3003,3648,535
4894,5245,535
2083,5523,535
3929,3958,535
5039,5533,535
2249,3652,535
3962,5064,536
4635,5721,536
28112,123620,536
2895,104741,536
2462,3305,536
3382,3869,536
1302,4138,536
2088,2550,536
1302,3494,536
853,4473,536
4917,5732,536
2764,4107,536
3962,5650,536
596,2022,536
3461,4183806,536
3899,60835,536
143,4112,536
772,3365,536
191,2909,536
3158,3386,536
4873,71329,537
2708,4264,537
3440,4659568,537
4583,5472,537
3310,5732,537
4159,93860,537
3793,5578,537
2658,2909,537
5073,60164,537
3440,5593,537
3746,3899,537
1983,2250,537
2022,39765,537
2662,5401,537
2764,3454,537
3559,59708,537
5090,150311,537
4889,4900,537
4943,83786,537
5029,123631,537
4583,60184,538
4594,5572,538
2088,2973,538
3890,444013,538
2806,4614,538
4691,5525,538
2267,5282044,538
3308,3958,538
5656,4659568,538
4485,54547,538
2806,3961,538
3062,60147,538
1983,124087,538
3958,4411,538
2658,62924,538
4159,5090,538
62924,77999,538
1302,4171,538
62924,443871,538
3937,60147,538
2118,3161,539
2786,4411,539
2487,5734,539
5245,197712,539
3062,110634,539
4927,131536,539
2576,3043,539
5212,170361,539
3339,3690,539
5090,5394,539
3825,5523,539
2576,3365,539
2764,3016,539
2576,4873,539
5732,54454,539
4091,4635,539
3652,3883,539
4091,667490,539
2083,104741,539
2250,3161,539
3405,3454,540
2550,2909,540
3937,74989,540
2162,3440,540
5038,213039,540
4946,5311297,540
3639,4463,540
5039,5487301,540
4170,5596,540
3016,5281104,540
3003,5291,540
3958,4236,540
3032,5076,540
3478,4585,540
2786,3255,540
5656,5481350,540
3883,4547,540
2771,3957,540
3715,4585,540
2764,3640,540
3937,14888,541
3672,3746,541
2802,3562,541
444,3062,541
2771,51263,541
2662,667490,541
3883,72938,541
2576,3114,541
4510,3468412,541
3672,4609,541
4510,5544,541
2895,3345,541
444,130881,541
4171,4594,541
772,5090,541
2576,3883,541
3121,5203,541
3446,5372,541
3672,150311,541
2678,4171,541
4873,154059,542
2477,5525,542
1302,3746,542
4107,64147,542
4634,5487301,542
5544,5572,542
5152,60787,542
2806,60164,542
5523,5311082,542
3878,5212,542
3016,3672,542
4674,5978,542
2244,3446,542
4873,125889,542
68740,216326,542
2022,3324,542
3003,14888,542
3222,3676,542
4674,14888,542
450,4112,542
3339,4201,543
450,3158,543
4112,4451,543
2083,3397,543
3404,3878,543
4873,216326,543
853,4411,543
3016,4679,543
3902,6436173,543
2308,3062316,543
2585,5311297,543
4052,4594,543
3957,5035,543
3488,10631,543
2088,4885,543
3016,3961,543
4112,5544,543
2806,5267,543
3883,5376,543
3062,3478,543
4679,5481350,544
5090,110635,544
3365,4506,544
1983,27686,544
2269,3382,544
4168,4745,544
60831,5311039,544
1775,3702,544
2156,3736,544
4594,4845,544
3937,5512,544
2802,3648,544
2249,3696,544
942,2088,544
2462,3639,544
2806,216239,544
3405,71329,544
4112,5391,544
3957,5731,544
3143,3350,544
2244,2801,545
3958,5329102,545
3639,3784,545
2806,3002190,545
838,6435110,545
2088,4510,545
206,2308,545
1065,3255,545
3158,6398970,545
54454,57469,545
4091,54454,545
4679,4829,545
4419,3468412,545
853,2541,545
3348,504578,545
3958,4107,545
4253,4666,545
3003,3348,545
2162,2269,545
2666,2895,545
152945,6398525,546
2806,54547,546
2771,4736,546
2806,5358,546
2803,508230,546
3157,77992,546
1302,2308,546
2160,4451,546
4091,82146,546
3405,5297,546
3883,54841,546
54454,60147,546
2250,4911,546
3121,3958,546
3157,5090,546
3640,5402,546
5038,5656,546
1302,3003,546
5533,60835,546
3345,119607,546
4171,71329,547
5656,216239,547
3883,4730,547
450,3767,547
4609,5070,547
2160,2187,547
4635,5281104,547
54454,60696,547
2895,87177,547
2083,3168,547
143,3003,547
3672,123620,547
65999,4475485,547
3222,3883,547
3075,3937,547
853,2812,547
2907,3365,547
3446,4909,547
1302,2269,547
2678,5245,547
2895,5645,548
2666,4409,548
2585,5353980,548
3032,3476,548
3350,4499,548
4259,5493444,548
3672,5538,548
4583,150310,548
4635,60871,548
5472,5282044,548
3869,4873,548
4691,4889,548
2803,4485,548
2249,3637,548
2803,4635,548
2662,27661,548
2771,4583,548
4594,41774,548
4829,5039,548
1983,5210,548
3404,4159,549
3365,3379,549
444,2187,549
2311,24486,549
1302,3702,549
2524,3446,549
1983,36339,549
1117,39860,549
3382,60147,549
2907,9433,549
2462,104865,549
4485,5481350,549
4594,5426,549
2803,3121,549
5038,10631,549
5029,8953,549
2541,5358,549
4946,5040,549
838,3661,549
2474,41693,549
2578,2771,550
2955,4158,550
3325,41317,550
2083,40976,550
2118,4932,550
5402,153941,550
4873,60831,550
2520,5362420,550
3657,5734,550
3198,4999,550
4583,4911,550
2118,4034,550
2471,4475485,550
2476,3672,550
2771,4634,550
1117,4609,550
2153,5038,550
5035,5647,550
453,156419,550
4594,5215,550
5358,5584,551
1690,3198,551
5203,5735,551
3957,12536,551
2662,60612,551
2666,145068,551
3961,5717,551
5408,5533,551
2171,4730,551
2462,5311027,551
2662,125889,551
2249,123631,551
3640,4679,551
3148,5281007,551
3365,5978,551
2249,124087,551
596,5732,551
2083,123620,551
3957,77999,551
4594,5090,551
3440,3002190,552
2576,24486,552
2244,5311048,552
2806,5040,552
3658,5215,552
3962,150311,552
1302,2720,552
2088,65027,552
4264,4479097,552
143,170361,552
2022,4595,552
4463,5076,552
2156,2803,552
2802,5358,552
4599,5656,552
3348,87177,552
3345,5029,552
2812,5203,552
2250,2891,552
2083,5358,552
3478,54688,553
5029,4659569,553
2803,5401,553
4253,4917,553
3350,3869,553
3158,5487301,553
4691,9433,553
4829,5311048,553
2083,216326,553
3333,10631,553
2244,34312,553
2088,3937,553
3016,3348,553
450,3446,553
2576,2803,553
2895,4253,553
853,2520,553
2662,5732,553
2771,4594,553
3075,4475485,553
2803,5505,554
3325,123631,554
3121,3143,554
3222,3899,554
2118,3333,554
3308,3373,554
444,3397,554
3345,4740,554
2678,54374,554
937,60164,554
2764,5656,554
5035,60795,554
4614,4635,554
2576,54454,554
4159,4585,554
3403,4510,554
3062,4205,554
4091,4159,554
3476,4411,554
1983,4058,554
3793,5454,555
1983,3869,555
4819,5253,555
3121,5394,555
2083,3414,555
4635,5645,555
60795,145068,555
3780,3961,555
3676,9052,555
4595,57537,555
5538,60795,555
4158,60835,555
5095,5732,555
444,60831,555
2771,3878,555
4264,4894,555
2955,3043,555
2662,4585,555
3957,4691,555
1065,4112,555
838,5650,556
1983,4920,556
4834,5572,556
2764,3661,556
2725,54547,556
3003,3148,556
3957,60795,556
3476,47725,556
450,1349907,556
3825,4473,556
2713,3883,556
5523,62924,556
3640,5496,556
2156,3780,556
1690,4674,556
62924,3468412,556
3348,4885,556
4159,5481350,556
3446,3468412,556
3143,60198,556
143,2617,557
937,5311181,557
5650,64147,557
5426,4659569,557
4943,60865,557
3878,6398970,557
5512,12620,557
444,2266,557
3222,3261,557
4107,5394,557
2662,3161,557
444,4034,557
3339,54688,557
3325,4112,557
2771,5070,557
2022,213039,557
4679,10631,557
4091,3468412,557
2265,4052,557
2662,3823,557
4107,3002190,558
4091,5002,558
4509,4893,558
4253,6447131,558
3750,4730,558
2771,3516,558
2585,2909,558
3325,27991,558
2083,3255,558
596,3148,558
60953,6398970,558
2083,5656,558
3696,4253,558
5090,5466,558
937,3446,558
2250,2818,558
5039,123631,558
5152,119607,558
2520,2576,558
4253,4691,558
3823,4993,559
1690,5282044,559
2375,3964,559
2907,3414,559
4679,5253,559
3958,4666,559
2554,2658,559
2088,2435,559
2083,3152,559
2764,5473385,559
2541,4894,559
2083,5029,559
772,170361,559
4873,5650,559
3305,3961,559
3961,4107,559
4112,667490,559
3143,5556,559
3348,3883,559
4900,5523,559
5070,72938,560
2083,4828,560
2118,104741,560
2250,2274,560
3746,5408,560
853,1986,560
5038,60184,560
3075,3365,560
3937,54786,560
4594,444013,560
159,4873,560
2520,5090,560
3672,5267,560
4253,3085017,560
2088,3355,560
4168,27661,560
3075,3883,560
41781,60831,560
1983,3157,560
5090,3085017,560
3658,39765,561
772,5578,561
4594,150311,561
2471,125017,561
3032,3914,561
3305,110635,561
6691,9433,561
4594,443871,561
2249,4542,561
4873,6691,561
1983,3961,561
2764,4058,561
2806,4927,561
4894,1349907,561
5291,83786,561
271,2524,561
2617,4171,561
1983,145068,561
3510,4946,561
4053,4594,561
4112,4170,562
2806,5732,562
1775,38904,562
3478,5530,562
444,4601,562
3161,3937,562
3157,54808,562
3784,4168,562
3157,41693,562
3325,4158,562
4634,4679,562
2812,5391,562
772,3333,562
5002,60795,562
4485,5651,562
2907,3157,562
2764,5212,562
2265,4543,562
3672,10631,562
5064,5650,562
2666,2955,563
54454,5311297,563
4091,4409,563
4170,150610,563
2524,72054,563
4173,32797,563
2909,3494,563
853,5515,563
3652,443871,563
2891,3367,563
3062,60147,563
4485,5523,563
1302,6691,563
5402,5650,563
3937,5372,563
3826,4943,563
4900,4927,563
2895,4927,563
3883,5267,563
2250,2308,563
2308,2646,564
3516,72467,564
3350,4440,564
3003,3706,564
5029,504578,564
4543,119607,564
3652,4828,564
2666,3384,564
4034,4913,564
4679,5206,564
4171,4894,564
3639,4829,564
444,4112,564
2022,4889,564
3463,123620,564
2118,8953,564
3877,77999,564
5647,93860,564
3161,60184,564
4666,4819,564
1983,5454,565
62924,5311082,565
3003,125889,565
2656,4463,565
4112,5206,565
4679,5544,565
3440,5719,565
2156,4201,565
1775,4052,565
3961,60854,565
853,3749,565
5090,5311297,565
2771,5493381,565
2269,4485,565
3746,4259,565
2171,4159,565
4485,4594,565
4635,5391,565
3016,5090,565
2541,4873,565
2554,5472,566
3062,5578,566
3222,5538,566
2771,4259,566
3403,4034,566
3386,4192,566
4900,4909,566
2909,3827,566
2550,2818,566
1983,3954,566
772,5039,566
5038,5212,566
2907,4894,566
4679,54454,566
5556,60795,566
5732,28112,566
450,2471,566
2909,3510,566
3152,4171,566
4075,6691,566
2088,2786,567
271,3168,567
3446,71273,567
1983,6435110,567
1302,2162,567
2160,3559,567
3345,3658,567
3158,4451,567
4691,5038,567
4594,5735,567
2160,2171,567
3161,3672,567
119,2907,567
2083,4510,567
4171,5005,567
3825,5245,567
2666,2895,567
4900,5005,567
4205,4585,567
4740,6691,567
3878,56339,568
4594,71273,568
2895,5533,568
3658,6398970,568
3350,5203,568
2153,3255,568
3937,153941,568
4894,82146,568
2895,3559,568
3222,4159,568
4679,5329102,568
581,3003,568
5073,54454,568
4594,60835,568
2118,60854,568
5002,5090,568
3878,28112,568
2088,2520,568
581,3032,568
3003,3825,568
3003,13342,569
2022,2130,569
3385,4748,569
4058,4900,569
3324,4946,569
2786,2909,569
2662,6398525,569
3062,4091,569
4253,5029,569
3016,3382,569
853,3003,569
2022,4585,569
4159,5496,569
2803,27661,569
2249,4138,569
3488,3911,569
2803,4614,569
4168,5029,569
3746,4634,569
3075,3488,569
1983,2806,570
444,124087,570
4920,65027,570
2153,130881,570
4112,123620,570
3461,148211,570
2477,3730,570
3325,3696,570
2308,4893,570
3003,24011,570
2895,3672,570
2471,104865,570
5039,6691,570
4168,28112,570
1983,5650,570
3386,4409,570
2666,3957,570
4168,5650,570
4900,119607,570
2118,2678,570
2895,3419,571
450,5311048,571
2895,5358,571
2083,4475485,571
1983,3461,571
5514,41774,571
772,4893,571
2678,9571074,571
2153,2812,571
2678,60852,571
2771,4594,571
2806,4679,571
2524,3345,571
5523,6691,571
4634,5245,571
2083,170361,571
3161,3345,571
3339,4543,571
4171,4543,571
2802,62924,571
2162,4920,572
2162,4201,572
2520,4993,572
3333,4499,572
3003,4911,572
2550,3823,572
4583,5038,572
2269,54374,572
5038,27991,572
3958,5505,572
3367,3488,572
4829,5064,572
3333,3405,572
4201,5281104,572
1983,83786,572
2909,3075,572
3333,3365,572
3440,6691,572
3085017,5281104,572
4583,4585,572
2162,2578,573
450,5379,573
2637,34312,573
2907,39765,573
2083,24011,573
2756,5040,573
4425,145068,573
4834,5311297,573
3449,4499,573
2554,4201,573
2909,3157,573
2156,41781,573
3308,59708,573
2477,3672,573
2585,4583,573
5538,5311048,573
1986,3440,573
772,2610,573
2666,3384,573
2732,3419,573
2631,443871,574
5203,41693,574
2895,71158,574
2907,4189,574
4112,4425,574
1983,39860,574
1983,4075,574
3706,36811,574
3345,71329,574
3365,4513,574
596,3310,574
2771,4917,574
2554,3672,574
596,3690,574
5726,5481350,574
3365,5538,574
2895,4691,574
2554,3386,574
4585,4594,574
3652,3672,574
581,3081884,575
4583,60787,575
2269,2274,575
2249,5311027,575
2244,2658,575
4635,5412,575
4943,5311297,575
2187,3075,575
2142,5394,575
3793,3961,575
2907,4603,575
3440,4183806,575
3121,3658,575
4112,5978,575
1972,3746,575
3899,6691,575
3016,10631,575
3510,4635,575
1972,5234,575
4485,5478,575
4691,91270,576
2088,5245,576
3440,667490,576
4594,5152,576
3478,4991,576
2088,1349907,576
3355,3373,576
2756,83786,576
27661,47725,576
3749,4428,576
4583,4889,576
5064,130881,576
5234,6398525,576
2118,60835,576
3639,5533,576
2265,4168,576
4873,5487,576
2891,3440,576
5734,4475485,576
2435,4829,576
838,2266,577
2520,508230,577
3003,443871,577
5038,5311181,577
2405,2512,577
4873,163742,577
2244,39765,577
4889,5978,577
5672,60877,577
853,36339,577
4666,24011,577
3003,4889,577
3878,5090,577
2585,3446,577
3958,5735,577
2802,3016,577
3365,4510,577
853,3463,577
2955,3639,577
3059,3883,577
2764,5523,578
4052,4428,578
2160,24011,578
2250,34312,578
2088,3075,578
3446,5311297,578
5253,5572,578
3032,3291,578
2786,32797,578
2269,6398970,578
4583,5544,578
3957,5732,578
3042,5002,578
2554,3222,578
3032,4583,578
3365,3639,578
1302,3016,578
2311,62924,578
2554,5512,578
2771,5487,578
2118,4723,579
3961,60612,579
2250,5078,579
5544,6691,579
3639,4607,579
2666,5040,579
2806,71158,579
3658,444033,579
2541,3086258,579
2541,3419,579
3961,5401,579
3325,4635,579
2806,41781,579
3446,5735,579
5002,130881,579
2786,3075,579
2666,2771,579
2771,3062,579
3152,3157,579
4594,5523,579
4679,4659568,580
3222,3339,580
4171,5267,580
1117,1206,580
3478,77993,580
2666,5719,580
2973,3440,580
4594,60852,580
3929,4192,580
3961,5372,580
3222,5650,580
4168,5090,580
4889,5391,580
2909,5645,580
1690,2554,580
2803,62924,580
1983,3310,580
2187,54454,580
3639,3672,580
3890,5203,580
3143,5978,581
3043,3333,581
2524,5482,581
2088,3494,581
1775,5505,581
3345,3964,581
3157,5732,581
4594,444033,581
3325,9052,581
5512,27991,581
2244,3222,581
4585,4475485,581
3661,3883,581
937,4411,581
5212,77999,581
3325,3715,581
3261,5732,581
1983,2083,581
3672,150310,581
4539,4691,581
5073,5645,582
3954,5647,582
4946,4479097,582
3672,5734,582
4873,12620,582
3345,3467,582
1302,4112,582
4900,3081884,582
4173,150311,582
3639,3928,582
3016,3672,582
2267,3516,582
772,4475485,582
2803,4449,582
3007,4158,582
4583,4594,582
2249,3468412,582
3016,3446,582
2269,2609,582
3143,4594,582
5426,213039,583
3365,4091,583
2311,6691,583
2585,3382,583
1983,4607,583
2187,5379,583
298,4666,583
4449,5358,583
3325,5282226,583
5245,19090,583
4873,5029,583
3348,68740,583
2244,4900,583
2554,5090,583
2806,5514,583
2662,5267,583
2244,5533,583
3767,4112,583
450,5203,583
3016,54688,583
3961,3086258,584
3161,3890,584
5073,24011,584
6691,150310,584
4485,4509,584
3937,5732,584
3883,65027,584
4510,4745,584
2088,2676,584
2806,3449,584
2802,176870,584
5090,54454,584
5090,32797,584
4889,4900,584
1302,160051,584
3404,4594,584
2802,3488,584
2662,5647,584
3158,5656,584
3158,3404,584
1972,3381,585
3405,5596,585
4236,4993,585
4900,4993,585
2284,5002,585
2895,5372,585
3883,9052,585
3883,176168,585
1983,3367,585
3672,5735,585
3639,4900,585
3672,4873,585
3121,5645,585
2907,54454,585
2088,123631,585
2118,3559,585
3639,5656,585
5073,60854,585
2554,3652,585
2909,4679,585
3883,60877,586
3152,5311039,586
4635,5472,586
5073,5556,586
3672,77999,586
4449,4510,586
2118,3410,586
5514,5735,586
3658,71616,586
3121,3826,586
3639,4585,586
3121,3393,586
3339,4585,586
2895,3958,586
3121,3478,586
1302,4900,586
5002,5514,586
3121,3440,586
2162,3826,586
4679,60854,586
937,74989,587
5719,71329,587
2771,5281104,587
5029,5329102,587
2818,3784,587
2802,4510,587
838,3929,587
3350,54786,587
2462,41774,587
4829,9571074,587
4543,5073,587
2269,124087,587
6691,83786,587
3348,3958,587
2088,3158,587
2812,4583,587
3672,77999,587
2662,4112,587
5090,5481350,587
2141,4679,587
4409,4845,588
2171,2520,588
1065,48175,588
2118,72054,588
2891,3143,588
2666,3914,588
3016,3042,588
2909,3488,588
4634,6398970,588
4635,4911,588
3222,4635,588
838,68740,588
3639,5391,588
4158,5533,588
450,5512,588
2244,4601,588
4091,130881,588
3158,4409,588
3345,93860,588
450,2284,588
4594,5381226,589
4900,56959,589
2171,2733,589
2678,115237,589
6691,197712,589
2088,4845,589
2909,4195,589
3345,4475485,589
2771,3736,589
2585,3954,589
3648,4900,589
4691,3468412,589
2088,2550,589
1302,32797,589
2244,4264,589
2802,5077,589
4264,4679,589
2088,3883,589
2666,4168,589
2554,3121,589
3958,5572,590
3121,19090,590
2806,65999,590
3348,3702,590
2802,6918453,590
4634,5077,590
4594,60843,590
5656,667490,590
5203,5493444,590
3715,4428,590
3784,5038,590
2802,3440,590
2244,2812,590
2802,4885,590
4900,5039,590
4253,5426,590
4691,5651,590
2541,4873,590
3648,4107,590
4236,5650,590
2311,4946,591
942,5478,591
853,57469,591
2891,5478,591
3405,4943,591
3350,3696,591
4595,5523,591
3075,3310,591
4463,51634,591
3043,3059,591
5372,27661,591
5090,10631,591
3652,4052,591
4168,5481350,591
3003,4173,591
937,4171,591
5039,150311,591
3883,4585,591
5650,77999,591
3676,4112,591
2083,4509,592
4909,5064,592
2118,60787,592
4173,5746,592
5726,5311297,592
3639,10631,592
2462,3393,592
1971,131536,592
3222,5472,592
853,176168,592
4091,4856,592
3325,62924,592
2771,4091,592
4158,5073,592
4856,5353980,592
2771,4635,592
1983,124087,592
4594,5064,592
772,2249,592
2678,3672,592
5645,9052,593
2520,4740,593
2666,13342,593
853,2708,593
2160,3676,593
3075,6447131,593
4748,60612,593
3964,104865,593
5372,6398970,593
2162,5721,593
2678,123620,593
1978,5203,593
598,4943,593
2083,3446,593
3203,5212,593
2806,3478,593
4485,5039,593
2088,34312,593
5584,54454,593
2732,4946,593
5002,42113,594
3348,87177,594
2269,3393,594
2806,160051,594
2576,74989,594
3345,3780,594
3345,3516,594
2756,3730,594
444,5070,594
2909,4927,594
2284,2678,594
3957,5090,594
2265,5038,594
4873,5038,594
3746,4873,594
444,4585,594
3958,5401,594
2806,3478,594
2756,3016,594
119607,5487301,594
5005,5717,595
3467,4885,595
853,5203,595
3962,4909,595
444,2806,595
2803,39765,595
4679,71273,595
2541,2712,595
5035,5379,595
2576,4411,595
2802,83786,595
3405,3419,595
853,3749,595
2610,5656,595
5039,64147,595
4595,5372,595
2617,4943,595
4900,5379,595
3003,3767,595
2617,3345,595
2478,4583,596
3365,3724,596
4168,4425,596
1117,14888,596
2658,5311181,596
2088,2541,596
4506,197712,596
2656,3914,596
3877,4616,596
2786,3937,596
2806,4583,596
4873,41781,596
2585,3746,596
772,2244,596
4583,5297,596
937,5090,596
3308,62924,596
2554,62924,596
4236,6398525,596
3339,3419,596
62924,150310,597
3117,4946,597
2678,77999,597
4583,62924,597
3350,5731,597
2142,5234,597
4679,5281104,597
4509,5212,597
2622,3278,597
4052,4739,597
3825,5203,597
4585,5267,597
3016,3640,597
2471,3467,597
853,4173,597
2083,197712,597
2022,3032,597
4679,5647,597
2162,3324,597
3890,124087,597
2666,3062316,598
3962,91270,598
3016,4195,598
3075,5002,598
4159,4932,598
2088,36811,598
3883,4679,598
450,5426,598
2666,40976,598
2756,5184,598
3958,4091,598
3883,5311181,598
4510,54454,598
450,3883,598
2462,5401,598
3121,5212,598
942,5719,598
2802,5311297,598
444,3961,598
3672,5029,598
2160,48175,599
1302,14888,599
4594,4932,599
3345,4195,599
3958,5515,599
1302,3476,599
2153,5505,599
4158,5291,599
3405,4011,599
2083,3355,599
2786,4583,599
3345,4900,599
2771,4635,599
4543,87177,599
3075,3883,599
12536,87177,599
4679,4873,599
4666,5039,599
2250,8953,599
2662,2802,599
3365,47320,600
4158,54374,600
1690,2369,600
2609,3040,600
1983,3690,600
3446,65999,600
4594,163742,600
4889,5394,600
3386,5412,600
3345,71616,600
5203,5523,600
3958,5656,600
1690,4917,600
4740,38904,600
1983,4943,600
4594,5645,600
2909,3345,600
1302,4674,600
2308,4889,600
3902,5376,600
4873,5152,601
3702,4212,601
2806,4745,601
2764,5493444,601
2083,4046,601
4666,3468412,601
4635,42113,601
4451,104741,601
4834,148192,601
5426,5672,601
2083,2267,601
5253,5267,601
3157,3446,601
2712,3440,601
2666,4171,601
937,2662,601
2771,5650,601
4171,5203,601
3488,5002,601
450,3062,601
1971,4911,602
3639,4991,602
3883,4236,602
2088,3168,602
4635,1349907,602
444,5206,602
54454,60852,602
5005,5512,602
3255,6398970,602
1983,3746,602
450,2265,602
853,2267,602
3003,4171,602
3883,4171,602
5538,5353980,602
4900,5005,602
3345,5408,602
2250,5538,602
191,2156,602
1971,5076,602
4585,5282044,603
2658,3404,603
3121,5878,603
4264,5496,603
2160,3461,603
3345,5070,603
4583,5486,603
3016,6398970,603
2162,3355,603
3348,77993,603
5478,6398525,603
2022,4679,603
937,131536,603
2578,2662,603
2462,3478,603
2187,3016,603
3957,4091,603
4679,170361,603
3516,5002,603
2250,124087,603
2909,36339,604
2160,3086258,604
2520,4091,604
3003,5184,604
2764,5401,604
3890,77999,604
1117,3823,604
2801,3730,604
3883,4819,604
3446,3002190,604
2622,5038,604
2812,6691,604
4585,5408,604
2083,150311,604
62924,5353980,604
1983,5039,604
2802,3899,604
3962,5732,604
4666,4873,604
3883,119607,604
2909,3823,605
2666,4723,605
453,68844,605
143,3741,605
2160,657298,605
3158,83786,605
2662,4583,605
4594,5195,605
4594,5672,605
143,3414,605
2895,5039,605
2250,5210,605
2803,3961,605
4889,5401,605
3957,4594,605
2666,2764,605
3339,3883,605
4034,4634,605
4594,6691,605
861,4634,605
5533,60815,606
4205,124087,606
2471,5311027,606
937,5726,606
2088,62924,606
2678,4052,606
271,4034,606
2520,2656,606
2118,667490,606
3958,5206,606
772,4205,606
2771,5311297,606
2803,3345,606
5212,5401,606
2471,3488,606
5090,5391,606
2083,5717,606
2162,3825,606
3365,4409,606
4409,4829,606
4900,504578,607
2520,3696,607
5408,9433,607
2471,3403,607
3961,4993,607
5645,60835,607
3672,667490,607
3419,5077,607
2801,3333,607
4599,40976,607
4052,54454,607
4173,4509,607
60147,60835,607
444,54454,607
3386,4889,607
3476,4635,607
853,5234,607
2269,3161,607
2818,5533,607
2812,4170,607
1302,2369,608
2171,5487301,608
4583,91270,608
2771,152945,608
444,4609,608
3648,4044,608
2771,6447131,608
3883,72467,608
3121,5358,608
2083,3161,608
2662,3883,608
3157,5039,608
3121,3386,608
3339,3476,608
2802,3075,608
3937,4634,608
3746,4691,608
4873,5064,608
2462,2662,608
3962,150311,608
3878,12620,609
3639,667490,609
4158,4900,609
3121,148211,609
5203,5538,609
2249,153941,609
4691,123620,609
3121,13342,609
1983,3394,609
4168,60612,609
3405,5311181,609
2311,5203,609
2308,3405,609
2311,3075,609
3878,4691,609
3062,5212,609
853,3404,609
5029,5090,609
2244,4745,609
3899,4900,609
2646,4603,610
853,5726,610
3877,3002190,610
2678,93860,610
5523,5578,610
2678,4058,610
2250,60754,610
4485,163742,610
2471,2512,610
450,2153,610
4900,4911,610
937,4052,610
2088,3440,610
4594,5512,610
3639,5152,610
1302,3954,610
3826,5650,610
2646,5544,610
4171,4259,610
54454,150311,610
4058,5076,611
2955,3746,611
214,216239,611
4691,24486,611
4691,54547,611
2554,3510,611
2895,56339,611
2676,60953,611
4594,5978,611
3152,4739,611
1983,3042,611
4691,54688,611
1071,3440,611
2162,216239,611
2554,4740,611
5478,5523,611
2909,4091,611
2244,2771,611
2162,60852,611
3463,150311,611
1972,2802,612
2662,4943,612
1983,3784,612
3823,57537,612
2771,60865,612
5544,213039,612
2895,3869,612
4583,60612,612
3488,5731,612
3348,72054,612
2554,5656,612
5090,5487,612
2249,4173,612
3446,4064,612
2895,5719,612
4112,5732,612
2554,4927,612
444,4889,612
4635,87177,612
2646,3348,612
2311,5478,613
5038,5358,613
772,5206,613
3003,3957,613
2662,51263,613
3203,9052,613
2576,5311027,613
5523,5584,613
2554,4745,613
3749,110635,613
19090,3085017,613
2907,4894,613
3890,3957,613
3639,5426,613
2520,3446,613
3003,68740,613
2678,5311297,613
3463,4594,613
2818,4171,613
2265,2764,613
4510,60831,614
596,2462,614
2678,119182,614
2617,5719,614
3478,5717,614
5291,153941,614
1775,34312,614
4595,110635,614
3003,5353980,614
4943,5584,614
2806,3032,614
3478,3640,614
3672,54454,614
2806,4635,614
3461,5656,614
5656,119607,614
3108,3222,614
3440,4943,614
4168,4917,614
3640,5039,614
3310,5152,615
5064,60184,615
2022,5505,615
3043,3468412,615
3640,60815,615
3043,4034,615
2022,5311082,615
4259,5311082,615
444,4159,615
3003,4828,615
2771,3121,615
3405,5064,615
3157,4894,615
1983,3002190,615
3510,4168,615
4946,5090,615
4900,10631,615
2187,5267,615
4159,4236,615
3899,3957,615
3032,3706,616
5005,3468412,616
4510,71616,616
3672,4259,616
2088,5493381,616
3339,5234,616
4594,60815,616
5095,5402,616
4920,74989,616
27661,71273,616
4510,4691,616
3152,4583,616
4075,4679,616
5090,5401,616
2541,3348,616
4485,5005,616
4112,4171,616
2576,5090,616
937,4885,616
2895,3672,616
4253,123606,617
2520,60815,617
1302,124087,617
3937,5038,617
3075,60871,617
3308,3675,617
4635,4834,617
2576,60147,617
2895,4201,617
3016,4740,617
2244,4927,617
3075,5512,617
3958,5203,617
3958,4259,617
3393,3446,617
2160,5533,617
3016,3446,617
3016,5656,617
3937,4543,617
3016,4856,617
4583,5572,618
2802,5472,618
3937,4614,618
3883,71158,618
2088,3367,618
2269,4046,618
3386,6435110,618
4679,4828,618
2308,2803,618
3957,5572,618
2662,3405,618
3672,3676,618
3121,3488,618
4594,5487,618
3062,4236,618
2678,3440,618
3016,5212,618
3676,4485,618
2771,119607,618
5073,5572,618
5039,110634,619
2462,4440,619
2162,2576,619
2650,54374,619
5245,5482,619
2274,71616,619
2520,2617,619
2022,65027,619
3339,3661,619
3062,153941,619
3961,4583,619
3016,4168,619
2088,3793,619
1117,4873,619
2022,54454,619
2678,6691,619
1983,83786,619
2554,4509,619
2083,2622,619
853,1775,619
5647,19090,620
3639,4585,620
4909,48175,620
2284,4138,620
